gene_id,gene_name,chromosome,start,end,essentiality,weighted_mean_mu_z
YIL066C,RNR3,Chromosome_IX,238099,240708,False,0.4494887353745713
YIR033W,MGA2,Chromosome_IX,416124,419465,False,0.10997066484634425
YIL124W,AYR1,Chromosome_IX,126204,127097,False,0.5548173338248159
YIR032C,DAL3,Chromosome_IX,415030,415617,False,2.2076931234707917
YIL157C,COA1,Chromosome_IX,46949,47542,False,-0.18214019613774435
YIL140W,AXL2,Chromosome_IX,85366,87837,False,-0.055112275215018845
YIR034C,LYS1,Chromosome_IX,419615,420736,False,0.7526713555622736
YIL158W,AIM20,Chromosome_IX,46201,46815,False,0.4896251427284971
YIL056W,VHR1,Chromosome_IX,249991,251913,False,0.7260730185082105
YIR031C,DAL7,Chromosome_IX,413015,414679,False,0.7765733033660526
YIL004C,BET1,Chromosome_IX,347946,348505,True,-0.30025912299221313
YIL068W-A,YIL068W-A,Chromosome_IX,233013,233396,False,0.09495829952361531
YIL079C,AIR1,Chromosome_IX,210923,212005,False,0.1118616681013119
YIL008W,URM1,Chromosome_IX,342536,342835,False,-0.441129487715517
YIL105C,SLM1,Chromosome_IX,167581,169641,False,0.5325088823551374
YIL013C,PDR11,Chromosome_IX,328207,332442,False,0.5362598115694582
YIL019W,FAF1,Chromosome_IX,315093,316133,True,-0.06523751346807542
YIL078W,THS1,Chromosome_IX,212499,214703,True,-0.3140162181737637
YIR011C,STS1,Chromosome_IX,377287,378246,True,-0.18975572369082108
YIL176C,PAU14,Chromosome_IX,8793,9155,False,-0.137661904783624
YIL149C,MLP2,Chromosome_IX,63028,68067,False,-0.15481719652690892
YIL022W,TIM44,Chromosome_IX,311165,312460,True,-0.5476970785944396
YIL127C,RRT14,Chromosome_IX,117024,117644,False,-0.19240351201180292
YIR026C,YVH1,Chromosome_IX,404873,405967,False,0.27995285320739605
YIL017C,VID28,Chromosome_IX,318200,320965,False,0.017685414547599147
YIL001W,YIL001W,Chromosome_IX,353940,355481,False,0.916174735378779
YIR017C,MET28,Chromosome_IX,383556,384119,False,1.391576915591808
YIL010W,DOT5,Chromosome_IX,334882,335529,False,0.20109870277346836
YIL064W,EFM4,Chromosome_IX,242027,242716,False,1.3279275926120249
YIL029C,EMA17,Chromosome_IX,300829,301257,False,-0.06067804638457067
YIL126W,STH1,Chromosome_IX,117992,122071,True,-0.5798216811993417
YIL135C,VHS2,Chromosome_IX,95065,96375,False,0.2156402628175353
YIL057C,RGI2,Chromosome_IX,247902,248396,False,1.4751339241858727
YIL128W,MET18,Chromosome_IX,113806,116904,False,0.0077716641131087465
YIR040C,YIR040C,Chromosome_IX,433389,433721,False,0.14716368644543773
YIL032C,YIL032C,Chromosome_IX,291961,292317,False,0.7448570105044645
YIL055C,YIL055C,Chromosome_IX,252042,253925,False,1.0835573490054224
YIL074C,SER33,Chromosome_IX,221081,222490,False,0.7064777270333531
YIL105W-A,YIL105W-A,Chromosome_IX,167664,167804,False,0.0906175353253592
YIL147C,SLN1,Chromosome_IX,69791,73453,True,-0.46172066163592174
YIR020C-B,YIR020C-B,Chromosome_IX,397215,397949,False,-0.10329199484801942
YIL177C,YIL177C,Chromosome_IX,483,6147,False,-0.23485200667936607
YIL120W,QDR1,Chromosome_IX,134417,136108,False,0.4960288260720435
YIR028W,DAL4,Chromosome_IX,408468,410375,False,0.945886928379152
YIL099W,SGA1,Chromosome_IX,178004,179653,False,0.16096950965474818
YIL048W,NEO1,Chromosome_IX,261437,264892,True,-0.5868025553168942
YIR041W,PAU15,Chromosome_IX,433929,434303,False,0.3535861705215518
YIL062C,ARC15,Chromosome_IX,243998,244462,True,-0.7974106155715146
YIR025W,MND2,Chromosome_IX,403659,404765,False,0.9975707762425506
YIL144W,NDC80,Chromosome_IX,78074,80149,True,-0.3650106799882813
YIL005W,EPS1,Chromosome_IX,345692,347797,False,0.9065182945125201
YIL102C,YIL102C,Chromosome_IX,174582,174887,False,-0.8575666025841365
YIL116W,HIS5,Chromosome_IX,142928,144085,False,0.7434885888503602
YIR012W,SQT1,Chromosome_IX,378486,379781,True,-0.35915147968256644
YIR030C,DCG1,Chromosome_IX,412036,412770,False,0.3408497797758463
YIL118W,RHO3,Chromosome_IX,139752,140447,True,0.04811681468362317
YIL155C,GUT2,Chromosome_IX,51759,53708,False,0.5466019862314972
YIR042C,YIR042C,Chromosome_IX,435273,435983,False,0.6284255883681106
YIL040W,APQ12,Chromosome_IX,277723,278139,False,0.1830114005727104
YIL009C-A,EST3,Chromosome_IX,335666,336212,False,2.0060887113595536
YIL076W,SEC28,Chromosome_IX,216658,217548,False,0.39869741875686315
YIR030W-A,YIR030W-A,Chromosome_IX,412899,413282,False,0.7969468583855961
YIL046W-A,YIL046W-A,Chromosome_IX,268309,268473,False,2.6872900968657194
YIL133C,RPL16A,Chromosome_IX,98527,99416,False,0.12887885677666236
YIL132C,CSM2,Chromosome_IX,99860,100501,False,1.6345374516211495
YIL150C,MCM10,Chromosome_IX,61013,62728,True,0.09951787809923444
YIL164C,NIT1,Chromosome_IX,34087,34686,False,0.5556089967903785
YIL083C,CAB2,Chromosome_IX,203556,204653,True,-0.5765036726189842
YIL002W-A,CMI7,Chromosome_IX,350301,350510,False,0.7105307150731439
YIL012W,YIL012W,Chromosome_IX,333011,333352,False,1.8544209528041056
YIL030W-A,YIL030W-A,Chromosome_IX,295565,295903,False,0.1568258687528415
YIL045W,PIG2,Chromosome_IX,271161,272777,False,0.4653928795232607
YIR010W,DSN1,Chromosome_IX,375431,377161,True,-0.4215493453205168
YIL103W,DPH1,Chromosome_IX,171751,173028,False,0.14617238271804733
YIL033C,BCY1,Chromosome_IX,290419,291669,False,-0.2500262337878867
YIL020C,HIS6,Chromosome_IX,314035,314820,False,1.245146513972487
YIR023W,DAL81,Chromosome_IX,399777,402689,False,0.15582532516851796
YIR006C,PAN1,Chromosome_IX,365466,369908,True,0.15551100853301708
YIL009W,FAA3,Chromosome_IX,339344,341428,False,0.7499648315411548
YIL051C,MMF1,Chromosome_IX,257843,258280,True,0.5337778311990339
YIL016W,SNL1,Chromosome_IX,321454,321933,False,0.4669186218596062
YIL071C,PCI8,Chromosome_IX,228660,229994,False,0.5374245272214969
YIL156W-A,YIL156W-A,Chromosome_IX,47292,47693,False,0.9519089407940902
YIR014W,VLD1,Chromosome_IX,381086,381814,False,1.0173229808967337
YIL130W,ASG1,Chromosome_IX,102782,105676,False,0.13811165788207452
YIL047C,SYG1,Chromosome_IX,265115,267823,False,0.1802117157769958
YIR037W,HYR1,Chromosome_IX,423128,423619,False,0.9229683647069528
YIL115W-A,YIL115W-A,Chromosome_IX,144268,144639,False,0.30620491506452036
YIL092W,YIL092W,Chromosome_IX,189066,190967,False,0.19543817539816796
YIL073C,SPO22,Chromosome_IX,222937,225954,False,0.15790940458653918
YIL046W,MET30,Chromosome_IX,268651,270573,True,-0.31473235750488887
YIL156W-B,ATG44,Chromosome_IX,47690,47973,False,1.2892113058030337
YIL161W,SMU2,Chromosome_IX,39433,40140,False,-0.34550654726556707
YIL106W,MOB1,Chromosome_IX,166415,167444,True,-0.21665834568741968
YIL093C,RSM25,Chromosome_IX,187990,188784,False,0.20995002127523077
YIL072W,HOP1,Chromosome_IX,226602,228419,False,-0.365369689876802
YIL095W,PRK1,Chromosome_IX,183937,186369,False,0.37578636693325995
YIL026C,IRR1,Chromosome_IX,304477,307929,True,-0.5014982306280319
YIR005W,IST3,Chromosome_IX,364889,365335,False,0.28682307756107694
YIR029W,DAL2,Chromosome_IX,410807,411838,False,1.414843788255137
YIL059C,YIL059C,Chromosome_IX,246550,246915,False,0.05849841990992148
YIL137C,TMA108,Chromosome_IX,89948,92788,False,0.022180708528085943
YIL166C,SOA1,Chromosome_IX,30938,32566,False,0.3627804356151224
YIR018W,YAP5,Chromosome_IX,384609,385346,False,1.704276892733984
YIL054W,YIL054W,Chromosome_IX,254543,254860,False,0.7227705431104057
YIL114C,POR2,Chromosome_IX,149143,149988,False,-0.25269874543473997
YIR015W,RPR2,Chromosome_IX,381948,382382,True,0.02836251940148119
YIL160C,POT1,Chromosome_IX,40191,41444,False,0.6707690993548104
YIL152W,VPR1,Chromosome_IX,56545,57252,False,0.4963303020694112
YIL141W,YIL141W,Chromosome_IX,85053,85442,False,-0.2333390499582843
YIL162W,SUC2,Chromosome_IX,37385,38983,False,0.5786095205098644
YIL068C,SEC6,Chromosome_IX,233057,235474,True,-0.5923693070743923
YIL171W-A,YIL171W-A,Chromosome_IX,18260,18712,False,-0.03470561749042782
YIR021W-A,YIR021W-A,Chromosome_IX,398514,398726,False,2.4521870095585734
YIL021W,RPB3,Chromosome_IX,312905,313861,True,-0.24321825444101997
YIL029W-A,YIL029W-A,Chromosome_IX,299735,300106,False,0.5874221890567497
YIL042C,PKP1,Chromosome_IX,275108,276292,False,0.7706191900363591
YIL101C,XBP1,Chromosome_IX,175307,177250,False,0.6056839204471632
YIL018W,RPL2B,Chromosome_IX,316768,317932,False,-0.23395489435187053
YIL015W,BAR1,Chromosome_IX,322342,324105,False,0.5739317557288146
YIL143C,SSL2,Chromosome_IX,80510,83041,True,-0.3836787361295507
YIL165C,YIL165C,Chromosome_IX,33718,34077,False,0.8290808365157271
YIL077C,RCI37,Chromosome_IX,214991,215953,False,1.1400278732531615
YIL089W,YIL089W,Chromosome_IX,195599,196216,False,-0.07060545497865987
YIL142C-A,YIL142C-A,Chromosome_IX,83208,83540,False,-0.13534450267426912
YIL036W,CST6,Chromosome_IX,285666,287429,False,0.5104119308358894
YIR024C,INA22,Chromosome_IX,402841,403491,False,0.4503855830341177
YIL119C,RPI1,Chromosome_IX,136654,137877,False,0.3609186904090077
YIL131C,FKH1,Chromosome_IX,100781,102235,False,0.2588408505203903
YIL113W,SDP1,Chromosome_IX,150559,151188,False,1.0154662715259752
YIR027C,DAL1,Chromosome_IX,406260,407642,False,0.47041861728458334
YIL038C,NOT3,Chromosome_IX,280142,282652,False,-0.586958402576174
YIR009W,MSL1,Chromosome_IX,374525,374860,False,1.372652709011061
YIR022W,SEC11,Chromosome_IX,398733,399236,True,-0.34090851912906633
YIL117C,PRM5,Chromosome_IX,140613,141569,False,-0.5544577545665865
YIL085C,KTR7,Chromosome_IX,200490,202043,False,0.5122616400667086
YIL097W,FYV10,Chromosome_IX,180427,181977,False,-0.3719588737399708
YIL136W,OM45,Chromosome_IX,93619,94800,False,0.031726888052882984
YIL159W,BNR1,Chromosome_IX,41825,45952,False,-0.047410601103482795
YIL014W,MNT3,Chromosome_IX,326103,327995,False,0.4933315242260382
YIL102C-A,YIL102C-A,Chromosome_IX,173365,173592,True,-0.6791107757640885
YIL011W,TIR3,Chromosome_IX,333727,334536,False,0.17063290924363672
YOR044W,IRC23,Chromosome_XV,413007,413480,False,0.7353151268649585
YOL044W,PEX15,Chromosome_XV,247150,248301,False,-0.4049317010219965
YOL152W,FRE7,Chromosome_XV,40748,42610,False,0.31515726682877615
YOL063C,CRT10,Chromosome_XV,207392,210265,False,0.26041666792155127
YOR315W,SFG1,Chromosome_XV,904760,905800,False,0.02534421249665006
YOL083W,ATG34,Chromosome_XV,165714,166952,False,3.343464686724396e-05
YOR281C,PLP2,Chromosome_XV,846269,847129,True,-0.188820092527122
YOR112W,CEX1,Chromosome_XV,531508,533793,False,-0.3780098764853357
YOR034C-A,YOR034C-A,Chromosome_XV,397426,397668,False,0.744734595659769
YOR294W,RRS1,Chromosome_XV,868340,868951,True,-0.5265713214696367
YOR227W,HER1,Chromosome_XV,762825,766565,False,-0.2619327561857737
YOR046C,DBP5,Chromosome_XV,414459,415907,True,-0.3684971732275227
YOR167C,RPS28A,Chromosome_XV,648804,649007,False,-0.3498362575234196
YOR166C,SWT1,Chromosome_XV,647126,648502,False,0.5695009361089203
YOR303W,CPA1,Chromosome_XV,882899,884134,False,-0.3350730655325193
YOL111C,MDY2,Chromosome_XV,108258,108896,False,0.4779781259126319
YOL166C,YOL166C,Chromosome_XV,1000,1338,False,0.16634088193299515
YOL013C,HRD1,Chromosome_XV,301380,303035,False,2.225219418804299
YOR384W,FRE5,Chromosome_XV,1061564,1063648,False,-0.20193375977198497
YOR269W,PAC1,Chromosome_XV,826385,827869,False,-0.22487892276601829
YOL093W,TRM10,Chromosome_XV,142815,143696,False,0.36219954465232157
YOR033C,EXO1,Chromosome_XV,392416,394524,False,0.15285939493417838
YOR226C,ISU2,Chromosome_XV,761614,762084,False,0.6317063414360127
YOL107W,YOL107W,Chromosome_XV,112102,113130,False,-0.2353655675848244
YOR086C,TCB1,Chromosome_XV,483219,486779,False,0.36226996283879886
YOR039W,CKB2,Chromosome_XV,405768,406544,False,0.5905235170896795
YOR077W,RTS2,Chromosome_XV,471899,472597,True,-0.5589063466394423
YOL076W,MDM20,Chromosome_XV,187024,189414,False,-0.4414197835706036
YOL105C,WSC3,Chromosome_XV,114138,115808,False,0.0012686512292291712
YOR380W,RDR1,Chromosome_XV,1051290,1052930,False,0.531428875955647
YOR010C,TIR2,Chromosome_XV,346195,346950,False,-0.21001129383743286
YOR356W,CIR2,Chromosome_XV,1007221,1009116,False,-0.1581828212063067
YOR027W,STI1,Chromosome_XV,381053,382822,False,0.5729757350344048
YOL003C,PFA4,Chromosome_XV,321858,322994,False,0.8570071704885261
YOR378W,AMF1,Chromosome_XV,1049511,1051058,False,0.5198947651158863
YOR337W,TEA1,Chromosome_XV,954344,956623,False,0.45522749045351685
YOR105W,YOR105W,Chromosome_XV,518195,518521,False,-0.046091243208294067
YOR288C,MPD1,Chromosome_XV,852121,853077,False,0.002595297959748041
YOR068C,VAM10,Chromosome_XV,453869,454213,False,-0.3987442991909831
YOR375C,GDH1,Chromosome_XV,1041678,1043042,False,0.19249081364921536
YOR255W,OSW1,Chromosome_XV,807271,808107,False,0.3358181820256128
YOR056C,NOB1,Chromosome_XV,430247,431626,True,-0.31743276689754896
YOR117W,RPT5,Chromosome_XV,545029,546333,True,-0.40837705590418527
YOL015W,IRC10,Chromosome_XV,297078,298838,False,1.4226769327156013
YOR090C,PTC5,Chromosome_XV,491123,492841,False,0.2764313783203862
YOR320C,GNT1,Chromosome_XV,913619,915094,False,-0.5300734674457346
YOR189W,IES4,Chromosome_XV,689624,689974,False,-0.028726693718256716
YOL102C,TPT1,Chromosome_XV,125997,126689,True,-0.6133875381185091
YOR242C,SSP2,Chromosome_XV,788742,789857,False,0.005396945159011869
YOR079C,ATX2,Chromosome_XV,473475,474416,False,-0.06036794331510249
YOR219C,STE13,Chromosome_XV,752214,755009,False,0.053048266562860096
YOL022C,TSR4,Chromosome_XV,280272,281498,True,-0.5080681744788296
YOR170W,YOR170W,Chromosome_XV,651858,652163,False,0.1784651738156276
YOL132W,GAS4,Chromosome_XV,71300,72715,False,0.28227238716187464
YOL028C,YAP7,Chromosome_XV,270633,271370,False,0.9965935975488799
YOR388C,FDH1,Chromosome_XV,1071793,1072923,False,-0.2563549185343269
YOR177C,MPC54,Chromosome_XV,665785,667179,False,0.27626931240772673
YOR040W,GLO4,Chromosome_XV,407064,407921,False,1.3859893145644198
YOR152C,ATG40,Chromosome_XV,617518,618288,False,-0.6817303170054341
YOR251C,TUM1,Chromosome_XV,802550,803464,False,-0.2586750318206464
YOL006C,TOP1,Chromosome_XV,313078,315387,False,-0.10144400462933151
YOR265W,RBL2,Chromosome_XV,820454,820774,False,0.3899273300521972
YOR102W,YOR102W,Chromosome_XV,516423,516773,True,-0.7214906127580569
YOL140W,ARG8,Chromosome_XV,58759,60030,False,0.002740880916866048
YOL155W-A,YOL155W-A,Chromosome_XV,27084,27218,False,-0.14126290746173004
YOR192C,THI72,Chromosome_XV,698768,700567,False,0.3223416816656538
YOL090W,MSH2,Chromosome_XV,147382,150276,False,-0.06882759995651665
YOR353C,SOG2,Chromosome_XV,998453,1000828,True,-0.030297136035796316
YOR295W,UAF30,Chromosome_XV,869208,869894,False,1.1021275417444567
YOR212W,STE4,Chromosome_XV,742910,744181,False,0.33031814303639795
YOR224C,RPB8,Chromosome_XV,760825,761265,True,-0.05045591446399401
YOR293W,RPS10A,Chromosome_XV,867098,867852,False,-0.4497302678468583
YOL084W,PHM7,Chromosome_XV,162356,165331,False,0.43136998294522655
YOR329C,SCD5,Chromosome_XV,936731,939349,True,-0.7109789652363562
YOR160W,MTR10,Chromosome_XV,633839,636757,True,-0.6652603061655439
YOR196C,LIP5,Chromosome_XV,715593,716837,False,-0.5177147622113779
YOR067C,ALG8,Chromosome_XV,451729,453462,False,-0.6682038456169624
YOL086C,ADH1,Chromosome_XV,159548,160594,False,-0.3279180656266037
YOL086W-A,MHF1,Chromosome_XV,159173,159445,False,0.2354829492136794
YOR293C-A,YOR293C-A,Chromosome_XV,867998,868147,False,0.4755134902216503
YOR331C,YOR331C,Chromosome_XV,943565,944122,False,-0.583665842819127
YOL123W,HRP1,Chromosome_XV,87844,89448,True,-0.6871507190874051
YOL158C,ENB1,Chromosome_XV,19491,21311,False,0.2683488857890525
YOL135C,MED7,Chromosome_XV,69376,70044,True,-0.03338810055338429
YOR036W,PEP12,Chromosome_XV,400348,401214,False,-0.41801343688332926
YOL021C,DIS3,Chromosome_XV,282421,285426,True,-0.4008760380209628
YOL121C,RPS19A,Chromosome_XV,92026,92850,False,-0.012464371951701093
YOR304W,ISW2,Chromosome_XV,884514,887876,False,-0.16436056051624603
YOR340C,RPA43,Chromosome_XV,959202,960182,True,-0.3869257300576092
YOR043W,WHI2,Chromosome_XV,410870,412330,False,1.185158867585812
YOR396W,YRF1-8,Chromosome_XV,1085473,1090863,False,-0.4763327919138013
YOR168W,GLN4,Chromosome_XV,649303,651732,True,-0.3851787601845068
YOR235W,IRC13,Chromosome_XV,779870,780184,False,-0.18869212508936561
YOR274W,MOD5,Chromosome_XV,837674,838960,False,0.4331596927751017
YOR200W,YOR200W,Chromosome_XV,720417,720815,False,0.2680835696834505
YOL038W,PRE6,Chromosome_XV,255337,256101,True,-0.247940290499052
YOR358W,HAP5,Chromosome_XV,1010161,1010889,False,0.6213429448450332
YOR268C,YOR268C,Chromosome_XV,825534,825932,False,1.1078413082515055
YOL128C,YGK3,Chromosome_XV,78352,79479,False,0.07789772495390859
YOR122C,PFY1,Chromosome_XV,552298,552887,True,-0.5004142273833304
YOR163W,DDP1,Chromosome_XV,642741,643307,False,0.5869230471308995
YOL032W,OPI10,Chromosome_XV,265429,266169,False,0.8295037878966676
YOR130C,ORT1,Chromosome_XV,569929,570807,False,-0.6453355633628948
YOR390W,FEX1,Chromosome_XV,1076784,1077911,False,0.5734188344142186
YOR069W,VPS5,Chromosome_XV,453768,455795,False,-0.22494546438773527
YOR334W,MRS2,Chromosome_XV,944596,946008,False,-0.1508644523110715
YOR286W,RDL2,Chromosome_XV,850280,850729,False,0.3940819394855693
YOR141C,ARP8,Chromosome_XV,589942,592587,False,-0.5766311020925714
YOR129C,AFI1,Chromosome_XV,566877,569558,False,0.1689353600993439
YOL141W,PPM2,Chromosome_XV,56452,58539,False,0.14301831773224982
YOL051W,GAL11,Chromosome_XV,234940,238185,False,-0.5907261637298855
YOR178C,GAC1,Chromosome_XV,667860,670241,False,-0.11314316116568858
YOR374W,ALD4,Chromosome_XV,1039840,1041399,False,0.09134983203099557
YOR297C,TIM18,Chromosome_XV,874743,875321,False,0.14301067808459741
YOL010W,RCL1,Chromosome_XV,307938,309041,True,-0.2888553693038655
YOR256C,TRE2,Chromosome_XV,808254,810683,True,-0.6555551832348564
YOL138C,RTC1,Chromosome_XV,61325,65350,False,-0.0018407272460434563
YOR065W,CYT1,Chromosome_XV,447439,448368,False,-0.4045131170817924
YOR156C,NFI1,Chromosome_XV,628360,630540,False,0.14006029590983837
YOR080W,DIA2,Chromosome_XV,474594,476792,False,-0.10132401569612731
YOR215C,AIM41,Chromosome_XV,746725,747282,False,0.24379561054003995
YOL078W,AVO1,Chromosome_XV,181682,185212,True,-0.1473213976228257
YOR299W,BUD7,Chromosome_XV,878435,880675,False,0.26266050365526167
YOL118C,YOL118C,Chromosome_XV,96608,96916,False,0.6920240685816892
YOL034W,SMC5,Chromosome_XV,259923,263204,True,-0.4185088412205311
YOR206W,NOC2,Chromosome_XV,727512,729644,True,-0.4081803403989997
YOR161W-B,YOR161W-B,Chromosome_XV,637975,638235,False,1.692980314445182
YOL117W,RRI2,Chromosome_XV,97551,99488,False,0.3790606899380887
YOR349W,CIN1,Chromosome_XV,989789,992833,False,0.37534809573444344
YOR260W,GCD1,Chromosome_XV,813984,815720,True,-0.6046278633467433
YOR323C,PRO2,Chromosome_XV,921535,922905,False,-0.8414229948030484
YOR354C,MSC6,Chromosome_XV,1001147,1003225,False,-0.133527059480952
YOR379C,YOR379C,Chromosome_XV,1050726,1051064,False,1.516432679417356
YOR277C,YOR277C,Chromosome_XV,841515,841823,False,1.3083466184801316
YOR221C,MCT1,Chromosome_XV,756476,757558,False,0.4839441815436768
YOR151C,RPB2,Chromosome_XV,612997,616671,True,-0.5685975384735444
YOR026W,BUB3,Chromosome_XV,379781,380806,False,-0.03684844086553236
YOL059W,GPD2,Chromosome_XV,217126,218448,False,0.9254394674632492
YOR263C,YOR263C,Chromosome_XV,818757,819164,False,-0.2256782978254971
YOL007C,CSI2,Chromosome_XV,311342,312367,False,0.7536285918633066
YOR278W,HEM4,Chromosome_XV,842817,843644,True,-0.3370145866103743
YOR317W,FAA1,Chromosome_XV,909343,911445,False,0.6226331793910869
YOR176W,HEM15,Chromosome_XV,662401,663582,True,0.41327260116947506
YOR347C,PYK2,Chromosome_XV,984942,986462,False,-0.10955156430804655
YOL159C,CSS3,Chromosome_XV,17281,17796,False,0.5757003345185813
YOL143C,RIB4,Chromosome_XV,54595,55104,False,-0.17426504301383308
YOL159C-A,YOL159C-A,Chromosome_XV,15233,15505,False,0.5552778314397334
YOR008C,SLG1,Chromosome_XV,341278,342414,False,-0.7904172692189748
YOL053W,AIM39,Chromosome_XV,230085,231272,False,0.49519000801464047
YOR386W,PHR1,Chromosome_XV,1066839,1068536,False,0.2740402732111351
YOR193W,PEX27,Chromosome_XV,710446,711576,False,-0.3493845186468668
YOR312C,RPL20B,Chromosome_XV,900250,901194,False,-0.18658299255143346
YOL009C,MDM12,Chromosome_XV,309324,310139,False,0.032260773173874005
YOL125W,TRM13,Chromosome_XV,83834,85264,False,0.5926521493636515
YOR161W-A,YOR161W-A,Chromosome_XV,637574,637654,False,-0.6271118405507884
YOR241W,MET7,Chromosome_XV,786995,788641,False,-0.25288730546275257
YOR313C,SPS4,Chromosome_XV,901858,902874,False,0.06964579699034432
YOR363C,PIP2,Chromosome_XV,1020222,1023212,False,0.3920351044731152
YOL019W,TOS7,Chromosome_XV,288898,290553,False,0.4742518580434797
YOL120C,RPL18A,Chromosome_XV,93395,94402,True,-0.46058933979321953
YOL083C-A,YOL083C-A,Chromosome_XV,166461,166601,False,-0.240381916728557
YOR072W,YOR072W,Chromosome_XV,461502,461816,False,1.030870162777344
YOL027C,MDM38,Chromosome_XV,272003,273724,False,0.1710663737523132
YOR014W,RTS1,Chromosome_XV,357674,359947,False,-0.3755757913740541
YOR013W,IRC11,Chromosome_XV,356751,357221,False,1.5116840282259183
YOR058C,ASE1,Chromosome_XV,433688,436345,False,0.06334376903912337
YOR161C-C,YOR161C-C,Chromosome_XV,639121,639267,False,0.59290136088192
YOR234C,RPL33B,Chromosome_XV,778555,779405,False,0.10811949348527226
YOR169C,YOR169C,Chromosome_XV,651376,651840,True,-0.355028729179921
YOR001W,RRP6,Chromosome_XV,326832,329033,False,0.25310329859951514
YOR181W,LAS17,Chromosome_XV,675939,677840,True,-0.510558569879057
YOR266W,PNT1,Chromosome_XV,821023,822294,False,0.12040672969245779
YOL139C,CDC33,Chromosome_XV,60383,61024,True,-0.8939593716373333
YOL024W,YOL024W,Chromosome_XV,277086,277604,False,1.0163787527724726
YOL136C,PFK27,Chromosome_XV,67561,68754,False,-0.046911120132437006
YOL077C,BRX1,Chromosome_XV,185848,186723,True,-0.18686387128170456
YOR083W,WHI5,Chromosome_XV,479533,480420,False,1.1012083742053282
YOR314W-A,YOR314W-A,Chromosome_XV,904458,904568,False,0.1931565390398315
YOL069W,NUF2,Chromosome_XV,198942,200297,True,-0.4932391974058105
YOL081W,IRA2,Chromosome_XV,171070,180309,False,-0.49796656811757495
YOR157C,PUP1,Chromosome_XV,630966,631751,True,-0.4614226180203622
YOR147W,MDM32,Chromosome_XV,606607,608475,False,0.020026434761729706
YOR145C,PNO1,Chromosome_XV,605347,606171,False,-0.504003449149112
YOR030W,DFG16,Chromosome_XV,386825,388684,False,0.3713913047295876
YOR064C,YNG1,Chromosome_XV,446079,446738,False,-0.30515827047166705
YOR322C,LDB19,Chromosome_XV,918606,921062,False,-0.008949174565626206
YOL039W,RPP2A,Chromosome_XV,254297,254617,False,0.11890227875993686
YOR009W,TIR4,Chromosome_XV,344335,345798,False,-0.12801345747953083
YOL052C-A,DDR2,Chromosome_XV,231570,231755,False,0.5848742331969033
YOR078W,BUD21,Chromosome_XV,472725,473369,False,-0.4134155933266407
YOR075W,UFE1,Chromosome_XV,468212,469252,True,-0.36773879517414065
YOR060C,SLD7,Chromosome_XV,440390,441163,True,-0.08918266028809514
YOL115W,PAP2,Chromosome_XV,101475,103229,False,-0.406582360108047
YOR131C,YOR131C,Chromosome_XV,572182,572838,False,0.8037345348867881
YOL062C,APM4,Chromosome_XV,210520,211995,False,0.011258939993846615
YOR204W,DED1,Chromosome_XV,722911,724725,True,-0.5944432000812163
YOR121C,YOR121C,Chromosome_XV,551798,552103,False,0.20800633203277846
YOR273C,TPO4,Chromosome_XV,834452,836431,False,0.2817623026314024
YOR045W,TOM6,Chromosome_XV,413852,414037,False,0.9340302165279858
YOR218C,YOR218C,Chromosome_XV,751476,751895,True,-0.7566288606273781
YOL131W,YOL131W,Chromosome_XV,73031,73357,False,1.1446549119983753
YOR035C,SHE4,Chromosome_XV,397735,400104,False,0.007434540456292337
YOR222W,ODC2,Chromosome_XV,758330,759253,False,1.1006736018064105
YOR304C-A,BIL1,Chromosome_XV,888520,888750,False,0.6152355113087469
YOR150W,MRPL23,Chromosome_XV,611999,612490,False,-0.4058554171374597
YOR345C,YOR345C,Chromosome_XV,981812,982162,False,-0.09995905458111332
YOR239W,ABP140,Chromosome_XV,784857,786744,False,-0.10573713173994082
YOR096W,RPS7A,Chromosome_XV,505794,506767,False,-0.4219064943125294
YOR377W,ATF1,Chromosome_XV,1046226,1047803,False,0.6552430125455386
YOR119C,RIO1,Chromosome_XV,548792,550246,True,-0.48416122734376676
YOR316C,COT1,Chromosome_XV,906236,907555,False,0.18571929021021769
YOR110W,TFC7,Chromosome_XV,528941,530248,False,-0.7496333987443143
YOR155C,ISN1,Chromosome_XV,626628,627980,False,0.14103543175627806
YOL155C,HPF1,Chromosome_XV,28703,31606,False,-0.3290381186764222
YOR236W,DFR1,Chromosome_XV,780906,781541,True,0.6146355665266925
YOR148C,SPP2,Chromosome_XV,608640,609197,True,-0.209889543250112
YOL113W,SKM1,Chromosome_XV,104326,106293,False,0.23237427637613428
YOR092W,ECM3,Chromosome_XV,495127,496968,False,0.8716575817603419
YOR128C,ADE2,Chromosome_XV,564476,566191,False,9.256972188162251
YOR321W,PMT3,Chromosome_XV,916030,918291,False,0.22735559632432464
YOR346W,REV1,Chromosome_XV,981828,984785,False,0.05089581516967791
YOL035C,YOL035C,Chromosome_XV,258803,259105,False,0.6804242552164426
YOR051C,ETT1,Chromosome_XV,424846,426084,False,0.2915197217621985
YOL151W,GRE2,Chromosome_XV,43694,44722,False,-0.09466789204500413
YOL020W,TAT2,Chromosome_XV,286172,287950,False,0.5252342234652283
YOR253W,NAT5,Chromosome_XV,804377,804907,False,0.715828965495572
YOL026C,MIM1,Chromosome_XV,274012,274353,True,0.17937895428105213
